Name	gene	Chromosome	orf_classification
YAL049C	AIM2	1	Verified
YAL048C	GEM1	1	Verified
YAL047W-A		1	Dubious
YAL047C	SPC72	1	Verified
YAL046C	BOL3	1	Verified
YAL045C		1	Dubious
YAL044W-A	BOL1	1	Verified
YAL044C	GCV3	1	Verified
YAL043C	PTA1	1	Verified
YAL042C-A		1	Dubious
YAL042W	ERV46	1	Verified
YAL041W	CDC24	1	Verified
YAL040C	CLN3	1	Verified
YAL039C	CYC3	1	Verified
YAL038W	CDC19	1	Verified
YAL037C-B		1	Dubious
YAL037C-A		1	Uncharacterized
YAL037W		1	Uncharacterized
YAL036C	RBG1	1	Verified
YAL035W	FUN12	1	Verified
YAL034W-A	MTW1	1	Verified
YAL034C	FUN19	1	Verified
YAL033W	POP5	1	Verified
YAL032C	PRP45	1	Verified
YAL031C	GIP4	1	Verified
YAL030W	SNC1	1	Verified
YAL029C	MYO4	1	Verified
YAL028W	FRT2	1	Verified
YAL027W	SAW1	1	Verified
YAL026C	DRS2	1	Verified
YAL025C	MAK16	1	Verified
YAL024C	LTE1	1	Verified
YAL023C	PMT2	1	Verified
YAL022C	FUN26	1	Verified
YAL021C	CCR4	1	Verified
YAL020C	ATS1	1	Verified
YAL019W-A		1	Dubious
YAL019W	FUN30	1	Verified
YAL018C	LDS1	1	Verified
YAL017W	PSK1	1	Verified
YAL016C-B		1	Dubious
YAL016C-A		1	Dubious
YAL016W	TPD3	1	Verified
YAL015C	NTG1	1	Verified
YAL014C	SYN8	1	Verified
YAL013W	DEP1	1	Verified
YAL012W	CYS3	1	Verified
YAL011W	SWC3	1	Verified
YAL010C	MDM10	1	Verified
YAL009W	SPO7	1	Verified
YAL008W	FUN14	1	Verified
YAL007C	ERP2	1	Verified
YAL005C	SSA1	1	Verified
YAL004W		1	Dubious
YAL003W	EFB1	1	Verified
YAL002W	VPS8	1	Verified
YAL001C	TFC3	1	Verified
YAR002W	NUP60	1	Verified
YAR002C-A	ERP1	1	Verified
YAR003W	SWD1	1	Verified
YAR007C	RFA1	1	Verified
YAR008W	SEN34	1	Verified
YAR014C	BUD14	1	Verified
YAR015W	ADE1	1	Verified
YAR018C	KIN3	1	Verified
YAR019C	CDC15	1	Verified
YAR019W-A		1	Dubious
YAR020C	PAU7	1	Verified
YAR023C		1	Uncharacterized
YAR028W		1	Uncharacterized
YAR029W		1	Uncharacterized
YAR030C		1	Dubious
YGL053W	PRM8	1	Verified
YAR033W	MST28	1	Verified
YGL051W	MST27	1	Verified
YAR035W	YAT1	1	Verified
YAR035C-A		1	Uncharacterized
YAR042W	SWH1	1	Verified
YAR050W	FLO1	1	Verified
YHR211W	FLO5	1	Verified
YAL064W-B		1	Uncharacterized
YAL063C-A		1	Uncharacterized
YAR060C		1	Dubious
YHR212C		1	Dubious
YHR213W		1	Uncharacterized
YHR213W-A		1	Uncharacterized
YHR213W-B		1	Uncharacterized
YAR068W		1	Uncharacterized
YHR214W-A		1	Dubious
YAR070C		1	Dubious
YAR071W	PHO11	1	Verified
YHR215W	PHO12	1	Verified
YHR216W	IMD2	1	Verified
Q0080	ATP8	mitoch	Verified
Q0105	COB	mitoch	Verified
Q0110	BI2	mitoch	Verified
Q0115	BI3	mitoch	Verified
Q0120	BI4	mitoch	Verified
Q0130	OLI1	mitoch	Verified
Q0140	VAR1	mitoch	Verified
Q0142		mitoch	Dubious
Q0143		mitoch	Dubious
Q0250	COX2	mitoch	Verified
Q0275	COX3	mitoch	Verified
Q0045	COX1	mitoch	Verified
Q0050	AI1	mitoch	Verified
Q0080	ATP8	mitoch	Verified
Q0085	ATP6	mitoch	Verified
Q0105	COB	mitoch	Verified
Q0110	BI2	mitoch	Verified
Q0115	BI3	mitoch	Verified
Q0120	BI4	mitoch	Verified
Q0130	OLI1	mitoch	Verified
YFR056C		6	Dubious
YDR543C		7	Dubious
YAL068C	PAU8	7	Verified
YGL258W-A		7	Uncharacterized
YGL258W	VEL1	7	Verified
YGL257C	MNT2	7	Verified
YGL256W	ADH4	7	Verified
YGL255W	ZRT1	7	Verified
YGL254W	FZF1	7	Verified
YGL253W	HXK2	7	Verified
YGL252C	RTG2	7	Verified
YGL251C	HFM1	7	Verified
YGL250W	RMR1	7	Verified
YGL249W	ZIP2	7	Verified
YGL248W	PDE1	7	Verified
YGL247W	BRR6	7	Verified
YGL246C	RAI1	7	Verified
YGL245W	GUS1	7	Verified
YGL244W	RTF1	7	Verified
YGL243W	TAD1	7	Verified
YGL242C		7	Verified
YGL241W	KAP114	7	Verified
YGL240W	DOC1	7	Verified
YGL239C		7	Dubious
YGL238W	CSE1	7	Verified
YGL237C	HAP2	7	Verified
YGL236C	MTO1	7	Verified
YGL235W		7	Uncharacterized
YGL234W	ADE5%2C7	7	Verified
YGL233W	SEC15	7	Verified
YGL232W	TAN1	7	Verified
YGL231C	EMC4	7	Verified
YGL230C		7	Uncharacterized
YGL229C	SAP4	7	Verified
YGL228W	SHE10	7	Verified
YGL227W	VID30	7	Verified
YGL226C-A	OST5	7	Verified
YGL226W	MTC3	7	Verified
YGL225W	VRG4	7	Verified
YGL224C	SDT1	7	Verified
YGL223C	COG1	7	Verified
YGL222C	EDC1	7	Verified
YGL221C	NIF3	7	Verified
YGL220W	BOL2	7	Verified
YGL219C	MDM34	7	Verified
YGL218W		7	Dubious
YGL217C		7	Dubious
YGL216W	KIP3	7	Verified
YGL215W	CLG1	7	Verified
YGL214W		7	Dubious
YGL213C	SKI8	7	Verified
YGL212W	VAM7	7	Verified
YGL211W	NCS6	7	Verified
YGL210W	YPT32	7	Verified
YGL209W	MIG2	7	Verified
YGL208W	SIP2	7	Verified
YGL207W	SPT16	7	Verified
YGL206C	CHC1	7	Verified
YGL205W	POX1	7	Verified
YGL204C		7	Verified
YGL203C	KEX1	7	Verified
YGL202W	ARO8	7	Verified
YGL201C	MCM6	7	Verified
YGL200C	EMP24	7	Verified
YGL199C		7	Dubious
YGL198W	YIP4	7	Verified
YGL197W	MDS3	7	Verified
YGL196W	DSD1	7	Verified
YGL195W	GCN1	7	Verified
YGL194C-A		7	Uncharacterized
YGL194C	HOS2	7	Verified
YGL193C		7	Uncharacterized
YGL192W	IME4	7	Verified
YGL191W	COX13	7	Verified
YGL190C	CDC55	7	Verified
YGL189C	RPS26A	7	Verified
YGL188C-A		7	Uncharacterized
YGL188C		7	Dubious
YGL187C	COX4	7	Verified
YGL186C	TPN1	7	Verified
YGL185C		7	Uncharacterized
YGL184C	STR3	7	Verified
YGL183C	MND1	7	Verified
YGL181W	GTS1	7	Verified
YGL180W	ATG1	7	Verified
YGL179C	TOS3	7	Verified
YGL178W	MPT5	7	Verified
YGL177W		7	Dubious
YGL176C		7	Uncharacterized
YGL175C	SAE2	7	Verified
YGL174W	BUD13	7	Verified
YGL173C	XRN1	7	Verified
YGL172W	NUP49	7	Verified
YGL171W	ROK1	7	Verified
YGL170C	SPO74	7	Verified
YGL169W	SUA5	7	Verified
YGL168W	HUR1	7	Verified
YGL167C	PMR1	7	Verified
YGL166W	CUP2	7	Verified
YGL165C		7	Dubious
YGL164C	YRB30	7	Verified
YGL163C	RAD54	7	Verified
YGL162W	SUT1	7	Verified
YGL161C	YIP5	7	Verified
YGL160W	AIM14	7	Verified
YGL159W		7	Uncharacterized
YGL158W	RCK1	7	Verified
YGL157W	ARI1	7	Verified
YGL156W	AMS1	7	Verified
YGL155W	CDC43	7	Verified
YGL154C	LYS5	7	Verified
YGL153W	PEX14	7	Verified
YGL152C		7	Dubious
YGL151W	NUT1	7	Verified
YGL150C	INO80	7	Verified
YGL149W		7	Uncharacterized
YGL148W	ARO2	7	Verified
YGL147C	RPL9A	7	Verified
YGL146C	RRT6	7	Verified
YGL145W	TIP20	7	Verified
YGL144C	ROG1	7	Verified
YGL143C	MRF1	7	Verified
YGL142C	GPI10	7	Verified
YGL141W	HUL5	7	Verified
YGL140C		7	Uncharacterized
YGL139W	FLC3	7	Verified
YHL047C	ARN2	8	Verified
YHL046W-A		8	Dubious
YBL108C-A	PAU9	8	Verified
YHL046C	PAU13	8	Verified
YHL045W		8	Dubious
YHL044W		8	Uncharacterized
YHL042W		8	Uncharacterized
YHL040C	ARN1	8	Verified
YHL039W	EFM1	8	Verified
YHL038C	CBP2	8	Verified
YHL036W	MUP3	8	Verified
YHL035C	VMR1	8	Verified
YHL034W-A		8	Dubious
YHL034C	SBP1	8	Verified
YHL033C	RPL8A	8	Verified
YHL032C	GUT1	8	Verified
YHL031C	GOS1	8	Verified
YHL030W	ECM29	8	Verified
YHL029C	OCA5	8	Uncharacterized
YHL028W	WSC4	8	Verified
YHL027W	RIM101	8	Verified
YHL026C		8	Uncharacterized
YHL025W	SNF6	8	Verified
YHL024W	RIM4	8	Verified
YHL023C	NPR3	8	Verified
YHL022C	SPO11	8	Verified
YHL021C	AIM17	8	Verified
YHL020C	OPI1	8	Verified
YHL019W-A		8	Dubious
YHL019C	APM2	8	Verified
YHL018W	MCO14	8	Uncharacterized
YHL017W		8	Uncharacterized
YHL016C	DUR3	8	Verified
YHL015W-A		8	Uncharacterized
YHL015W	RPS20	8	Verified
YHL014C	YLF2	8	Verified
YHL013C	OTU2	8	Verified
YHL012W		8	Uncharacterized
YHL011C	PRS3	8	Verified
YHL010C	ETP1	8	Verified
YHL009C	YAP3	8	Verified
YHL008C		8	Uncharacterized
YHL007C	STE20	8	Verified
YHL006W-A		8	Dubious
YHL006C	SHU1	8	Verified
YHL005C		8	Uncharacterized
YHL004W	MRP4	8	Verified
YHL003C	LAG1	8	Verified
YHL002C-A		8	Dubious
YHL002W	HSE1	8	Verified
YHL001W	RPL14B	8	Verified
YHR001W	OSH7	8	Verified
YHR001W-A	QCR10	8	Verified
YHR002W	LEU5	8	Verified
YHR003C	TCD1	8	Verified
YHR004C	NEM1	8	Verified
YHR005C	GPA1	8	Verified
YHR005C-A	TIM10	8	Verified
YHR006W	STP2	8	Verified
YHR007C	ERG11	8	Verified
YHR008C	SOD2	8	Verified
YHR009C	TDA3	8	Verified
YHR010W	RPL27A	8	Verified
YHR011W	DIA4	8	Verified
YHR012W	VPS29	8	Verified
YHR013C	ARD1	8	Verified
YHR014W	SPO13	8	Verified
YHR015W	MIP6	8	Verified
YHR016C	YSC84	8	Verified
YHR017W	YSC83	8	Verified
YHR018C	ARG4	8	Verified
YHR019C	DED81	8	Verified
YHR020W		8	Verified
YHR021C	RPS27B	8	Verified
YHR022C-A		8	Uncharacterized
YHR023W	MYO1	8	Verified
YHR024C	MAS2	8	Verified
YHR025W	THR1	8	Verified
YHR026W	VMA16	8	Verified
YHR027C	RPN1	8	Verified
YHR028C	DAP2	8	Verified
YHR029C	YHI9	8	Verified
YHR030C	SLT2	8	Verified
YHR031C	RRM3	8	Verified
YHR032W	ERC1	8	Verified
YHR032W-A		8	Dubious
YHR032C-A		8	Dubious
YHR033W		8	Uncharacterized
YHR034C	PIH1	8	Verified
YHR035W	NEL1	8	Verified
YHR036W	BRL1	8	Verified
YHR037W	PUT2	8	Verified
YHR038W	RRF1	8	Verified
YHR039C	MSC7	8	Verified
YHR039C-A	VMA10	8	Verified
YHR040W	BCD1	8	Verified
YHR041C	SRB2	8	Verified
YHR042W	NCP1	8	Verified
YHR043C	DOG2	8	Verified
YHR044C	DOG1	8	Verified
YHR045W		8	Uncharacterized
YHR046C	INM1	8	Verified
YHR047C	AAP1	8	Verified
YHR048W	YHK8	8	Uncharacterized
YHR049W	FSH1	8	Verified
YHR050W	SMF2	8	Verified
YHR050W-A		8	Uncharacterized
YHR051W	COX6	8	Verified
YHR052W	CIC1	8	Verified
YHR052W-A		8	Dubious
YHR054W-A		8	Dubious
YHR052C-B		8	Verified
YHR054C-B		8	Verified
YHR053C	CUP1-1	8	Verified
YHR055C	CUP1-2	8	Verified
YHR054C		8	Uncharacterized
YHR056C	RSC30	8	Verified
YHR056W-A		8	Dubious
YHR057C	CPR2	8	Verified
YHR058C	MED6	8	Verified
YHR059W	FYV4	8	Verified
YHR060W	VMA22	8	Verified
YHR061C	GIC1	8	Verified
YHR062C	RPP1	8	Verified
YHR063C	PAN5	8	Verified
YHR063W-A		8	Dubious
YHR064C	SSZ1	8	Verified
YHR065C	RRP3	8	Verified
YHR066W	SSF1	8	Verified
YHR067W	HTD2	8	Verified
YHR068W	DYS1	8	Verified
YHR069C	RRP4	8	Verified
YHR069C-A		8	Dubious
YHR070W	TRM5	8	Verified
YHR070C-A		8	Dubious
YHR071W	PCL5	8	Verified
YHR072W	ERG7	8	Verified
YHR072W-A	NOP10	8	Verified
YHR073W	OSH3	8	Verified
YHR073W-A		8	Dubious
YHR073C-B		8	Dubious
YHR074W	QNS1	8	Verified
YHR075C	PPE1	8	Verified
YHR076W	PTC7	8	Verified
YHR077C	NMD2	8	Verified
YHR078W		8	Uncharacterized
YHR079C	IRE1	8	Verified
YHR079C-A	SAE3	8	Verified
YHR080C	LAM4	8	Verified
YHR081W	LRP1	8	Verified
YHR082C	KSP1	8	Verified
YHR083W	SAM35	8	Verified
YHR084W	STE12	8	Verified
YHR085W	IPI1	8	Verified
YHR086W	NAM8	8	Verified
YHR086W-A		8	Uncharacterized
YHR087W	RTC3	8	Verified
YHR088W	RPF1	8	Verified
YHR089C	GAR1	8	Verified
YHR090C	YNG2	8	Verified
YHR091C	MSR1	8	Verified
YHR092C	HXT4	8	Verified
YHR093W	AHT1	8	Uncharacterized
YHR094C	HXT1	8	Verified
YHR096C	HXT5	8	Verified
YHR097C	PAL2	8	Verified
YHR098C	SFB3	8	Verified
YHR099W	TRA1	8	Verified
YHR100C	GEP4	8	Verified
YHR101C	BIG1	8	Verified
YHR102W	KIC1	8	Verified
YHR103W	SBE22	8	Verified
YHR104W	GRE3	8	Verified
YHR105W	YPT35	8	Verified
YHR106W	TRR2	8	Verified
YHR107C	CDC12	8	Verified
YHR108W	GGA2	8	Verified
YHR109W	CTM1	8	Verified
YHR110W	ERP5	8	Verified
YHR111W	UBA4	8	Verified
YHR112C		8	Verified
YHR113W	APE4	8	Verified
YHR114W	BZZ1	8	Verified
YHR115C	DMA1	8	Verified
YHR116W	COX23	8	Verified
YHR117W	TOM71	8	Verified
YHR118C	ORC6	8	Verified
YHR119W	SET1	8	Verified
YHR120W	MSH1	8	Verified
YHR121W	LSM12	8	Verified
YHR122W	CIA2	8	Verified
YHR123W	EPT1	8	Verified
YHR124W	NDT80	8	Verified
YHR125W		8	Uncharacterized
YHR126C	ANS1	8	Uncharacterized
YHR127W		8	Verified
YHR128W	FUR1	8	Verified
YHR129C	ARP1	8	Verified
YHR130C		8	Uncharacterized
YHR131C		8	Uncharacterized
YHR131W-A		8	Dubious
YHR132C	ECM14	8	Verified
YHR132W-A	IGO2	8	Verified
YHR133C	NSG1	8	Verified
YHR134W	WSS1	8	Verified
YHR135C	YCK1	8	Verified
YHR136C	SPL2	8	Verified
YHR137W	ARO9	8	Verified
YHR137C-A		8	Dubious
YHR138C		8	Verified
YHR139C	SPS100	8	Verified
YHR139C-A		8	Uncharacterized
YHR140W		8	Uncharacterized
YHR141C	RPL42B	8	Verified
YHR142W	CHS7	8	Verified
YHR143W	DSE2	8	Verified
YHR143W-A	RPC10	8	Verified
YHR144C	DCD1	8	Verified
YHR146W	CRP1	8	Verified
YHR147C	MRPL6	8	Verified
YHR148W	IMP3	8	Verified
YHR149C	SKG6	8	Verified
YHR150W	PEX28	8	Verified
YHR151C	MTC6	8	Verified
YHR152W	SPO12	8	Verified
YHR153C	SPO16	8	Verified
YHR154W	RTT107	8	Verified
YHR155W	LAM1	8	Verified
YHR156C	LIN1	8	Verified
YHR157W	REC104	8	Verified
YHR158C	KEL1	8	Verified
YHR159W	TDA11	8	Uncharacterized
YHR160C	PEX18	8	Verified
YHR161C	YAP1801	8	Verified
YHR162W	MPC2	8	Verified
YHR163W	SOL3	8	Verified
YHR164C	DNA2	8	Verified
YHR165C	PRP8	8	Verified
YHR165W-A		8	Dubious
YHR166C	CDC23	8	Verified
YHR167W	THP2	8	Verified
YHR168W	MTG2	8	Verified
YHR169W	DBP8	8	Verified
YHR170W	NMD3	8	Verified
YHR171W	ATG7	8	Verified
YHR172W	SPC97	8	Verified
YHR173C		8	Uncharacterized
YHR174W	ENO2	8	Verified
YHR176W	FMO1	8	Verified
YHR177W	ROF1	8	Verified
YHR178W	STB5	8	Verified
YHR179W	OYE2	8	Verified
YHR180W		8	Uncharacterized
YHR181W	SVP26	8	Verified
YHR182W	RGD3	8	Verified
YHR182C-A		8	Dubious
YHR183W	GND1	8	Verified
YHR184W	SSP1	8	Verified
YHR185C	PFS1	8	Verified
YHR186C	KOG1	8	Verified
YHR187W	IKI1	8	Verified
YHR188C	GPI16	8	Verified
YHR189W	PTH1	8	Verified
YHR190W	ERG9	8	Verified
YHR191C	CTF8	8	Verified
YHR192W	LNP1	8	Verified
YHR193C	EGD2	8	Verified
YHR193C-A		8	Dubious
YHR194W	MDM31	8	Verified
YHR195W	NVJ1	8	Verified
YHR196W	UTP9	8	Verified
YHR197W	RIX1	8	Verified
YHR198C	AIM18	8	Verified
YHR199C	AIM46	8	Verified
YHR199C-A	NBL1	8	Verified
YHR200W	RPN10	8	Verified
YHR201C	PPX1	8	Verified
YHR202W		8	Uncharacterized
YHR203C	RPS4B	8	Verified
YHR204W	MNL1	8	Verified
YHR205W	SCH9	8	Verified
YHR206W	SKN7	8	Verified
YHR207C	SET5	8	Verified
YHR208W	BAT1	8	Verified
YHR209W	CRG1	8	Verified
YHR210C		8	Uncharacterized
YAL064W-B		8	Uncharacterized
YHR213W-A		8	Uncharacterized
YAR064W		8	Uncharacterized
YHR213W-B		8	Uncharacterized
YAR068W		8	Uncharacterized
YAR070C		8	Dubious
YHR214C-E		8	Uncharacterized
YAR073W	IMD1	8	Dubious
YGL130W	CEG1	7	Verified
YGL129C	RSM23	7	Verified
YGL128C	CWC23	7	Verified
YGL127C	SOH1	7	Verified
YGL126W	SCS3	7	Verified
YGL125W	MET13	7	Verified
YGL124C	MON1	7	Verified
YGL123W	RPS2	7	Verified
YGL123C-A		7	Dubious
YGL122C	NAB2	7	Verified
YGL121C	GPG1	7	Verified
YGL120C	PRP43	7	Verified
YGL119W	COQ8	7	Verified
YGL118C		7	Uncharacterized
YGL117W		7	Uncharacterized
YGL116W	CDC20	7	Verified
YGL115W	SNF4	7	Verified
YGL114W		7	Uncharacterized
YGL113W	SLD3	7	Verified
YGL112C	TAF6	7	Verified
YGL111W	NSA1	7	Verified
YGL110C	CUE3	7	Verified
YGL108C		7	Verified
YGL107C	RMD9	7	Verified
YGL106W	MLC1	7	Verified
YGL105W	ARC1	7	Verified
YGL104C	VPS73	7	Verified
YGL103W	RPL28	7	Verified
YGL102C		7	Dubious
YGL101W	YGK1	7	Verified
YGL100W	SEH1	7	Verified
YGL099W	LSG1	7	Verified
YGL098W	USE1	7	Verified
YGL097W	SRM1	7	Verified
YGL096W	TOS8	7	Verified
YGL095C	VPS45	7	Verified
YGL094C	PAN2	7	Verified
YGL093W	SPC105	7	Verified
YGL092W	NUP145	7	Verified
YGL091C	NBP35	7	Verified
YGL090W	LIF1	7	Verified
YGL089C	MF%28ALPHA%292	7	Verified
YGL087C	MMS2	7	Verified
YGL086W	MAD1	7	Verified
YGL085W	LCL3	7	Uncharacterized
YGL084C	GUP1	7	Verified
YGL083W	SCY1	7	Verified
YGL082W		7	Uncharacterized
YGL080W	MPC1	7	Verified
YGL079W	KXD1	7	Verified
YGL078C	DBP3	7	Verified
YGL077C	HNM1	7	Verified
YGL076C	RPL7A	7	Verified
YGL075C	MPS2	7	Verified
YGL074C		7	Dubious
YGL073W	HSF1	7	Verified
YGL072C		7	Dubious
YGL071W	AFT1	7	Verified
YGL070C	RPB9	7	Verified
YGL069C		7	Dubious
YGL068W	MNP1	7	Verified
YGL067W	NPY1	7	Verified
YGL066W	SGF73	7	Verified
YGL065C	ALG2	7	Verified
YGL064C	MRH4	7	Verified
YGL063W	PUS2	7	Verified
YGL063C-A		7	Dubious
YGL062W	PYC1	7	Verified
YGL061C	DUO1	7	Verified
YGL060W	YBP2	7	Verified
YGL059W	PKP2	7	Verified
YGL058W	RAD6	7	Verified
YGL057C	GEP7	7	Verified
YGL056C	SDS23	7	Verified
YGL055W	OLE1	7	Verified
YGL054C	ERV14	7	Verified
YGL050W	TYW3	7	Verified
YGL049C	TIF4632	7	Verified
YGL048C	RPT6	7	Verified
YGL047W	ALG13	7	Verified
YGL045W	RIM8	7	Verified
YGL044C	RNA15	7	Verified
YGL043W	DST1	7	Verified
YGL042C		7	Dubious
YGL041C-B		7	Uncharacterized
YGL041W-A	DPC13	7	Uncharacterized
YGL041C		7	Dubious
YGL040C	HEM2	7	Verified
YGL039W		7	Verified
YGL038C	OCH1	7	Verified
YGL037C	PNC1	7	Verified
YGL036W		7	Uncharacterized
YGL035C	MIG1	7	Verified
YGL034C		7	Uncharacterized
YGL033W	HOP2	7	Verified
YGL032C	AGA2	7	Verified
YGL031C	RPL24A	7	Verified
YGL030W	RPL30	7	Verified
YGL029W	CGR1	7	Verified
YGL028C	SCW11	7	Verified
YGL027C	CWH41	7	Verified
YGL026C	TRP5	7	Verified
YGL025C	PGD1	7	Verified
YGL024W		7	Dubious
YGL023C	PIB2	7	Verified
YGL022W	STT3	7	Verified
YGL021W	ALK1	7	Verified
YGL020C	GET1	7	Verified
YGL019W	CKB1	7	Verified
YGL018C	JAC1	7	Verified
YGL017W	ATE1	7	Verified
YGL016W	KAP122	7	Verified
YGL015C	BIL2	7	Verified
YGL014W	PUF4	7	Verified
YGL014C-A		7	Dubious
YGL013C	PDR1	7	Verified
YGL012W	ERG4	7	Verified
YGL011C	SCL1	7	Verified
YGL010W	MPO1	7	Verified
YGL009C	LEU1	7	Verified
YGL008C	PMA1	7	Verified
YGL007C-A		7	Uncharacterized
YGL007W	BRP1	7	Uncharacterized
YGL006W	PMC1	7	Verified
YGL005C	COG7	7	Verified
YGL004C	RPN14	7	Verified
YGL003C	CDH1	7	Verified
YGL002W	ERP6	7	Verified
YGL001C	ERG26	7	Verified
YGR001C	EFM5	7	Verified
YGR002C	SWC4	7	Verified
YGR003W	CUL3	7	Verified
YGR004W	PEX31	7	Verified
YGR005C	TFG2	7	Verified
YGR006W	PRP18	7	Verified
YGR007W	ECT1	7	Verified
YGR008C	STF2	7	Verified
YGR009C	SEC9	7	Verified
YGR010W	NMA2	7	Verified
YGR011W		7	Dubious
YGR012W	MCY1	7	Verified
YGR013W	SNU71	7	Verified
YGR014W	MSB2	7	Verified
YGR015C	EAT1	7	Uncharacterized
YGR016W		7	Uncharacterized
YGR017W		7	Uncharacterized
YGR018C		7	Uncharacterized
YGR019W	UGA1	7	Verified
YGR020C	VMA7	7	Verified
YGR021W	DPC29	7	Uncharacterized
YGR022C		7	Dubious
YGR023W	MTL1	7	Verified
YGR024C	THG1	7	Verified
YGR026W		7	Uncharacterized
YGR027C	RPS25A	7	Verified
YGR028W	MSP1	7	Verified
YGR029W	ERV1	7	Verified
YGR030C	POP6	7	Verified
YGR031W	IMO32	7	Verified
YGR031C-A	NAG1	7	Verified
YGR032W	GSC2	7	Verified
YGR033C	TIM21	7	Verified
YGR034W	RPL26B	7	Verified
YGR035C		7	Uncharacterized
YGR035W-A		7	Uncharacterized
YGR036C	CAX4	7	Verified
YGR037C	ACB1	7	Verified
YGR038W	ORM1	7	Verified
YGR039W		7	Uncharacterized
YGR040W	KSS1	7	Verified
YGR041W	BUD9	7	Verified
YGR042W	MTE1	7	Verified
YGR043C	NQM1	7	Verified
YGR044C	RME1	7	Verified
YGR046W	TAM41	7	Verified
YGR047C	TFC4	7	Verified
YGR048W	UFD1	7	Verified
YGR049W	SCM4	7	Verified
YGR050C		7	Uncharacterized
YGR051C		7	Dubious
YGR052W	FMP48	7	Uncharacterized
YGR053C	MCO32	7	Uncharacterized
YGR054W		7	Verified
YGR055W	MUP1	7	Verified
YGR056W	RSC1	7	Verified
YGR057C	LST7	7	Verified
YGR058W	PEF1	7	Verified
YGR059W	SPR3	7	Verified
YGR060W	ERG25	7	Verified
YGR061C	ADE6	7	Verified
YGR062C	COX18	7	Verified
YGR063C	SPT4	7	Verified
YGR065C	VHT1	7	Verified
YGR066C	GID10	7	Verified
YGR067C		7	Uncharacterized
YGR068C	ART5	7	Verified
YGR068W-A		7	Dubious
YGR069W		7	Dubious
YGR070W	ROM1	7	Verified
YGR071C	ENV11	7	Verified
YGR072W	UPF3	7	Verified
YGR073C		7	Dubious
YGR074W	SMD1	7	Verified
YGR075C	PRP38	7	Verified
YGR076C	MRPL25	7	Verified
YGR077C	PEX8	7	Verified
YGR078C	PAC10	7	Verified
YGR079W		7	Verified
YGR080W	TWF1	7	Verified
YGR081C	SLX9	7	Verified
YGR082W	TOM20	7	Verified
YGR083C	GCD2	7	Verified
YGR084C	MRP13	7	Verified
YGR085C	RPL11B	7	Verified
YGR086C	PIL1	7	Verified
YGR087C	PDC6	7	Verified
YGR088W	CTT1	7	Verified
YGR089W	NNF2	7	Verified
YGR090W	UTP22	7	Verified
YGR091W	PRP31	7	Verified
YGR092W	DBF2	7	Verified
YGR093W	DRN1	7	Verified
YGR094W	VAS1	7	Verified
YGR095C	RRP46	7	Verified
YGR096W	TPC1	7	Verified
YGR097W	ASK10	7	Verified
YGR098C	ESP1	7	Verified
YGR099W	TEL2	7	Verified
YGR100W	MDR1	7	Verified
YGR101W	PCP1	7	Verified
YGR102C	GTF1	7	Verified
YGR103W	NOP7	7	Verified
YGR104C	SRB5	7	Verified
YGR105W	VMA21	7	Verified
YGR106C	VOA1	7	Verified
YGR108W	CLB1	7	Verified
YGR109C	CLB6	7	Verified
YGR110W	CLD1	7	Verified
YGR111W		7	Uncharacterized
YGR112W	SHY1	7	Verified
YGR113W	DAM1	7	Verified
YGR116W	SPT6	7	Verified
YGR117C		7	Uncharacterized
YGR118W	RPS23A	7	Verified
YGR119C	NUP57	7	Verified
YGR120C	COG2	7	Verified
YGR121C	MEP1	7	Verified
YGR122W		7	Verified
YGR123C	PPT1	7	Verified
YGR124W	ASN2	7	Verified
YGR125W	VSB1	7	Verified
YGR126W		7	Uncharacterized
YGR127W		7	Uncharacterized
YGR128C	UTP8	7	Verified
YGR129W	SYF2	7	Verified
YGR130C		7	Verified
YGR131W	FHN1	7	Verified
YGR132C	PHB1	7	Verified
YGR133W	PEX4	7	Verified
YGR134W	CAF130	7	Verified
YGR135W	PRE9	7	Verified
YGR136W	LSB1	7	Verified
YGR137W		7	Dubious
YGR138C	TPO2	7	Verified
YGR140W	CBF2	7	Verified
YGR141W	VPS62	7	Verified
YGR142W	BTN2	7	Verified
YGR143W	SKN1	7	Verified
YGR144W	THI4	7	Verified
YGR145W	ENP2	7	Verified
YGR146C	ECL1	7	Verified
YGR147C	NAT2	7	Verified
YGR148C	RPL24B	7	Verified
YGR149W	GPC1	7	Verified
YGR150C	CCM1	7	Verified
YGR151C		7	Dubious
YGR152C	RSR1	7	Verified
YGR153W		7	Uncharacterized
YGR154C	GTO1	7	Verified
YGR155W	CYS4	7	Verified
YGR156W	PTI1	7	Verified
YGR157W	CHO2	7	Verified
YGR158C	MTR3	7	Verified
YGR159C	NSR1	7	Verified
YGR160W		7	Dubious
YGR161C	RTS3	7	Uncharacterized
YGR161W-C		7	Uncharacterized
YGR162W	TIF4631	7	Verified
YGR163W	GTR2	7	Verified
YGR164W		7	Uncharacterized
YGR165W	MRPS35	7	Verified
YGR166W	TRS65	7	Verified
YGR167W	CLC1	7	Verified
YGR168C	PEX35	7	Verified
YGR169C	PUS6	7	Verified
YGR169C-A	LSO2	7	Verified
YGR170W	PSD2	7	Verified
YGR171C	MSM1	7	Verified
YGR172C	YIP1	7	Verified
YGR173W	RBG2	7	Verified
YGR174C	CBP4	7	Verified
