Name	gene	Chromosome
YFR021W	ATG18	6
YFR022W	ROG3	6
YFR023W	PES4	6
YFR024C-A	LSB3	6
YFR025C	HIS2	6
YFR027W	ECO1	6
YFR028C	CDC14	6
YFR029W	PTR3	6
YFR030W	MET10	6
YFR031C	SMC2	6
YFR031C-A	RPL2A	6
YFR032C-A	RPL29	6
YFR033C	QCR6	6
YFR034C	PHO4	6
YFR036W	CDC26	6
YFR037C	RSC8	6
YFR038W	IRC5	6
YFR039C	OSW7	6
YFR040W	SAP155	6
YFR041C	ERJ5	6
YFR042W	KEG1	6
YFR043C	IRC6	6
YFR044C	DUG1	6
YFR046C	CNN1	6
YFR047C	BNA6	6
YFR048W	RMD8	6
YFR049W	YMR31	6
YFR050C	PRE4	6
YFR051C	RET2	6
YFR052W	RPN12	6
YFR053C	HXK1	6
YER190W	YRF1-2	5
YLR467W	YRF1-5	5
YNL339C	YRF1-6	5
YPL283C	YRF1-7	5
YPR204W		5
YEL072W	RMD6	5
YEL071W	DLD3	5
YEL070W	DSF1	5
YEL066W	HPA3	5
YEL065W	SIT1	5
YEL064C	AVT2	5
YEL063C	CAN1	5
YEL062W	NPR2	5
YEL061C	CIN8	5
YEL060C	PRB1	5
YEL059C-A	SOM1	5
YEL058W	PCM1	5
YEL057C	SDD1	5
YEL056W	HAT2	5
YEL055C	POL5	5
YEL054C	RPL12A	5
YEL053C	MAK10	5
YEL052W	AFG1	5
YEL051W	VMA8	5
YEL050C	RML2	5
YEL049W	PAU2	5
YEL048C	TCA17	5
YEL047C	FRD1	5
YEL046C	GLY1	5
YEL044W	IES6	5
YEL043W	GTA1	5
YEL042W	GDA1	5
YEL041W	YEF1	5
YEL040W	UTR2	5
YEL039C	CYC7	5
YEL038W	UTR4	5
YEL037C	RAD23	5
YEL036C	ANP1	5
YEL034W	HYP2	5
YEL032W	MCM3	5
YEL031W	SPF1	5
YEL030W	ECM10	5
YEL029C	BUD16	5
YEL027W	VMA3	5
YEL026W	SNU13	5
YEL024W	RIP1	5
YEL022W	GEA2	5
YEL021W	URA3	5
YEL020W-A	TIM9	5
YEL020C	PXP1	5
YEL019C	MMS21	5
YEL018W	EAF5	5
YEL017C-A	PMP2	5
YEL017W	GTT3	5
YEL016C	NPP2	5
YEL015W	EDC3	5
YEL013W	VAC8	5
YEL012W	UBC8	5
YEL011W	GLC3	5
YEL009C	GCN4	5
YEL007W	MIT1	5
YEL006W	YEA6	5
YEL005C	VAB2	5
YEL004W	YEA4	5
YEL003W	GIM4	5
YEL002C	WBP1	5
YEL001C	IRC22	5
YER001W	MNN1	5
YER002W	NOP16	5
YER003C	PMI40	5
YER004W	FMP52	5
YER005W	YND1	5
YER006W	NUG1	5
YER007W	PAC2	5
YER007C-A	TMA20	5
YER008C	SEC3	5
YER009W	NTF2	5
YER010C		5
YER011W	TIR1	5
YER012W	PRE1	5
YER013W	PRP22	5
YER014W	HEM14	5
YER014C-A	BUD25	5
YER015W	FAA2	5
YER016W	BIM1	5
YER017C	AFG3	5
YER018C	SPC25	5
YER019W	ISC1	5
YER019C-A	SBH2	5
YER020W	GPA2	5
YER021W	RPN3	5
YER022W	SRB4	5
YER023W	PRO3	5
YER024W	YAT2	5
YER025W	GCD11	5
YER026C	CHO1	5
YER027C	GAL83	5
YER028C	MIG3	5
YER029C	SMB1	5
YER030W	CHZ1	5
YER031C	YPT31	5
YER032W	FIR1	5
YER033C	ZRG8	5
YER034W		5
YER035W	EDC2	5
YER036C	ARB1	5
YER037W	PHM8	5
YER038C	KRE29	5
YER039C	HVG1	5
YER040W	GLN3	5
YER041W	YEN1	5
YER042W	MXR1	5
YER043C	SAH1	5
YER044C	ERG28	5
YER044C-A	MEI4	5
YER045C	ACA1	5
YER046W	SPO73	5
YER047C	SAP1	5
YER048C	CAJ1	5
YER048W-A	ISD11	5
YER049W	TPA1	5
YER050C	RSM18	5
YER051W	JHD1	5
YER052C	HOM3	5
YER053C	PIC2	5
YER053C-A		5
YER054C	GIP2	5
YER055C	HIS1	5
YER056C	FCY2	5
YER056C-A	RPL34A	5
YER057C	HMF1	5
YER058W	PET117	5
YER059W	PCL6	5
YER060W	FCY21	5
YER060W-A	FCY22	5
YER061C	CEM1	5
YER062C	GPP2	5
YER063W	THO1	5
YER064C	VHR2	5
YER065C	ICL1	5
YER067W	RGI1	5
YER068W	MOT2	5
YER069W	ARG5%2C6	5
YER070W	RNR1	5
YER071C	TDA2	5
YER072W	VTC1	5
YER073W	ALD5	5
YER074W	RPS24A	5
YER074W-A	YOS1	5
YER075C	PTP3	5
YER078C	ICP55	5
YER080W	AIM9	5
YER081W	SER3	5
YER082C	UTP7	5
YER083C	GET2	5
YER086W	ILV1	5
YER087W	AIM10	5
YER087C-B	SBH1	5
YER088C	DOT6	5
YER089C	PTC2	5
YER090W	TRP2	5
YER091C	MET6	5
YER092W	IES5	5
YER093C	TSC11	5
YER093C-A	AIM11	5
YER094C	PUP3	5
YER095W	RAD51	5
YER096W	SHC1	5
YER098W	UBP9	5
YER099C	PRS2	5
YER100W	UBC6	5
YER101C	AST2	5
YER102W	RPS8B	5
YER103W	SSA4	5
YER104W	RTT105	5
YER105C	NUP157	5
YER107C	GLE2	5
YER110C	KAP123	5
YER111C	SWI4	5
YER112W	LSM4	5
YER113C	TMN3	5
YER114C	BOI2	5
YER115C	SPR6	5
YER116C	SLX8	5
YER117W	RPL23B	5
YER118C	SHO1	5
YER119C	AVT6	5
YER120W	SCS2	5
YER122C	GLO3	5
YER123W	YCK3	5
YER124C	DSE1	5
YER125W	RSP5	5
YER126C	NSA2	5
YER127W	LCP5	5
YER128W	VFA1	5
YER129W	SAK1	5
YER130C	COM2	5
YER131W	RPS26B	5
YER132C	PMD1	5
YER133W	GLC7	5
YER134C		5
YER136W	GDI1	5
YER137C		5
YER139C	RTR1	5
YER140W	EMP65	5
YER141W	COX15	5
YER142C	MAG1	5
YER143W	DDI1	5
YER144C	UBP5	5
YER145C	FTR1	5
YER146W	LSM5	5
YER147C	SCC4	5
YER148W	SPT15	5
YER149C	PEA2	5
YER150W	SPI1	5
YER151C	UBP3	5
YER152C		5
YER153C	PET122	5
YER154W	OXA1	5
YER155C	BEM2	5
YER156C	MYG1	5
YER157W	COG3	5
YER159C	BUR6	5
YER161C	SPT2	5
YER162C	RAD4	5
YER163C	GCG1	5
YER164W	CHD1	5
YER165W	PAB1	5
YER166W	DNF1	5
YER167W	BCK2	5
YER168C	CCA1	5
YER169W	RPH1	5
YER171W	RAD3	5
YER172C	BRR2	5
YER173W	RAD24	5
YER174C	GRX4	5
YER175C	TMT1	5
YER176W	ECM32	5
YER177W	BMH1	5
YER178W	PDA1	5
YER179W	DMC1	5
YER180C	ISC10	5
YER180C-A	SLO1	5
YER181C		5
YER183C	FAU1	5
YER184C	TOG1	5
YER185W	PUG1	5
YIL172C	IMA3	10
YJL217W	REE1	10
YCL073C	GEX1	11
YBL108C-A	PAU9	12
YLL062C	MHT1	12
YLL061W	MMP1	12
YLL060C	GTT2	12
YLL056C		12
YLL055W	YCT1	12
YLL051C	FRE6	12
YLL050C	COF1	12
YLL049W	LDB18	12
YLL048C	YBT1	12
YLL046C	RNP1	12
YLL045C	RPL8B	12
YLL043W	FPS1	12
YLL042C	ATG10	12
YLL041C	SDH2	12
YLL040C	VPS13	12
YLL039C	UBI4	12
YLL038C	ENT4	12
YLL036C	PRP19	12
YLL035W	GRC3	12
YLL034C	RIX7	12
YLL033W	IRC19	12
YLL032C		12
YLL031C	GPI13	12
YLL029W	FRA1	12
YLL028W	TPO1	12
YLL027W	ISA1	12
YLL026W	HSP104	12
YLL025W	PAU17	12
YLL024C	SSA2	12
YLL023C	POM33	12
YLL022C	HIF1	12
YLL021W	SPA2	12
YLL019C	KNS1	12
YLL018C-A	COX19	12
YLL018C	DPS1	12
YLL015W	BPT1	12
YLL014W	EMC6	12
YLL013C	PUF3	12
YLL012W	YEH1	12
YLL011W	SOF1	12
YLL010C	PSR1	12
YLL009C	COX17	12
YLL008W	DRS1	12
YLL007C	LMO1	12
YLL006W	MMM1	12
YLL005C	SPO75	12
YLL004W	ORC3	12
YLL003W	SFI1	12
YLL002W	RTT109	12
YLL001W	DNM1	12
YLR002C	NOC3	12
YLR003C	CMS1	12
YLR004C	THI73	12
YLR005W	SSL1	12
YLR006C	SSK1	12
YLR007W	NSE1	12
YLR008C	PAM18	12
YLR009W	RLP24	12
YLR010C	TEN1	12
YLR011W	LOT6	12
YLR013W	GAT3	12
YLR014C	PPR1	12
YLR015W	BRE2	12
YLR016C	PML1	12
YLR017W	MEU1	12
YLR018C	POM34	12
YLR019W	PSR2	12
YLR020C	YEH2	12
YLR021W	IRC25	12
YLR022C	SDO1	12
YLR023C	IZH3	12
YLR024C	UBR2	12
YLR025W	SNF7	12
YLR026C	SED5	12
YLR027C	AAT2	12
YLR028C	ADE16	12
YLR029C	RPL15A	12
YLR032W	RAD5	12
YLR033W	RSC58	12
YLR034C	SMF3	12
YLR035C	MLH2	12
YLR037C	PAU23	12
YLR038C	COX12	12
YLR039C	RIC1	12
YLR040C	AFB1	12
YLR042C	NFG1	12
YLR043C	TRX1	12
YLR044C	PDC1	12
YLR045C	STU2	12
YLR047C	FRE8	12
YLR048W	RPS0B	12
YLR050C	EMA19	12
YLR051C	FCF2	12
YLR052W	IES3	12
YLR054C	OSW2	12
YLR055C	SPT8	12
YLR056W	ERG3	12
YLR057W	MNL2	12
YLR058C	SHM2	12
YLR059C	REX2	12
YLR060W	FRS1	12
YLR061W	RPL22A	12
YLR063W	BMT6	12
YLR064W	PER33	12
YLR065C	SND2	12
YLR066W	SPC3	12
YLR067C	PET309	12
YLR068W	FYV7	12
YLR069C	MEF1	12
YLR070C	XYL2	12
YLR071C	RGR1	12
YLR072W	LAM6	12
YLR073C	RFU1	12
YLR074C	BUD20	12
YLR075W	RPL10	12
YLR077W	FMP25	12
YLR078C	BOS1	12
YLR079W	SIC1	12
YLR080W	EMP46	12
YLR081W	GAL2	12
YLR082C	SRL2	12
YLR083C	EMP70	12
YLR084C	RAX2	12
YLR085C	ARP6	12
YLR086W	SMC4	12
YLR087C	CSF1	12
YLR088W	GAA1	12
YLR089C	ALT1	12
YLR090W	XDJ1	12
YLR091W	GEP5	12
YLR092W	SUL2	12
YLR093C	NYV1	12
YLR094C	GIS3	12
YLR095C	IOC2	12
YLR096W	KIN2	12
YLR097C	HRT3	12
YLR098C	CHA4	12
YLR099C	ICT1	12
YLR099W-A	MIM2	12
YLR100W	ERG27	12
YLR102C	APC9	12
YLR103C	CDC45	12
YLR105C	SEN2	12
YLR106C	REA1	12
YLR107W	REX3	12
YLR108C		12
YLR109W	AHP1	12
YLR110C	CCW12	12
YLR113W	HOG1	12
YLR114C	AVL9	12
YLR115W	CFT2	12
YLR116W	MSL5	12
YLR117C	CLF1	12
YLR118C	TML25	12
YLR120C	YPS1	12
YLR121C	YPS3	12
YLR126C		12
YLR127C	APC2	12
YLR128W	DCN1	12
YLR129W	DIP2	12
YLR130C	ZRT2	12
YLR131C	ACE2	12
YLR133W	CKI1	12
YLR134W	PDC5	12
YLR135W	SLX4	12
YLR136C	TIS11	12
YLR137W	RKM5	12
YLR138W	NHA1	12
YLR139C	SLS1	12
YLR141W	RRN5	12
YLR142W	PUT1	12
YLR143W	DPH6	12
YLR144C	ACF2	12
YLR145W	RMP1	12
YLR146C	SPE4	12
YLR146W-A		12
YLR147C	SMD3	12
YLR148W	PEP3	12
YLR149C		12
YLR150W	STM1	12
YLR151C	PCD1	12
YLR153C	ACS2	12
YLR154C	RNH203	12
YGL263W	COS12	12
YBL108C-A	PAU9	12
YLL063C	AYT1	12
YLL062C	MHT1	12
YLL056C		12
YML131W		13
YML130C	ERO1	13
YML129C	COX14	13
YML128C	MSC1	13
YML127W	RSC9	13
YML126C	ERG13	13
YML125C	PGA3	13
YML124C	TUB3	13
YML123C	PHO84	13
YML121W	GTR1	13
YML120C	NDI1	13
YML117W	NAB6	13
YML116W	ATR1	13
YML115C	VAN1	13
YML114C	TAF8	13
YML113W	DAT1	13
YML112W	CTK3	13
YML111W	BUL2	13
YML110C	COQ5	13
YML109W	ZDS2	13
YML108W		13
YML107C	PML39	13
YML106W	URA5	13
YML105C	SEC65	13
YML104C	MDM1	13
YML103C	NUP188	13
YML102W	CAC2	13
YML101C	CUE4	13
YML100W	TSL1	13
YML099C	ARG81	13
YML098W	TAF13	13
YML097C	VPS9	13
YML095C	RAD10	13
YML094W	GIM5	13
YML093W	UTP14	13
YML092C	PRE8	13
YML091C	RPM2	13
YML088W	UFO1	13
YML087C	AIM33	13
YML086C	ALO1	13
YML085C	TUB1	13
YML083C		13
YML081C-A	ATP18	13
YML081W	TDA9	13
YML080W	DUS1	13
YML078W	CPR3	13
YML077W	BET5	13
YML076C	WAR1	13
YML075C	HMG1	13
YML074C	FPR3	13
YML073C	RPL6A	13
YML072C	TCB3	13
YML071C	COG8	13
YML070W	DAK1	13
YML069W	POB3	13
YML068W	ITT1	13
YML067C	ERV41	13
YML066C	SMA2	13
YML065W	ORC1	13
YML064C	TEM1	13
YML063W	RPS1B	13
YML062C	MFT1	13
YML061C	PIF1	13
YML060W	OGG1	13
YML059C	NTE1	13
YML058W-A	HUG1	13
YML058W	SML1	13
YML057W	CMP2	13
YML056C	IMD4	13
YML055W	SPC2	13
YML054C	CYB2	13
YML052W	SUR7	13
YML051W	GAL80	13
YML050W	AIM32	13
YML049C	RSE1	13
YML048W	GSF2	13
YML047C	PRM6	13
YML046W	PRP39	13
YML043C	RRN11	13
YML042W	CAT2	13
YML041C	VPS71	13
YML038C	YMD8	13
YML036W	CGI121	13
YML035C	AMD1	13
YML034W	SRC1	13
YML032C	RAD52	13
YML031W	NDC1	13
YML030W	RCF1	13
YML029W	USA1	13
YML028W	TSA1	13
YML027W	YOX1	13
YML026C	RPS18B	13
YML025C	YML6	13
YML024W	RPS17A	13
YML023C	NSE5	13
YML022W	APT1	13
YML021C	UNG1	13
YML019W	OST6	13
YML018C		13
YML017W	PSP2	13
YML016C	PPZ1	13
YML015C	TAF11	13
YML014W	TRM9	13
YML013W	UBX2	13
YML012W	ERV25	13
YML011C	RAD33	13
YML010W	SPT5	13
YML009C	MRPL39	13
YML008C	ERG6	13
YML007W	YAP1	13
YML006C	GIS4	13
YML005W	TRM12	13
YML004C	GLO1	13
YML001W	YPT7	13
YMR001C	CDC5	13
YMR002W	MIX17	13
YMR003W	AIM34	13
YMR004W	MVP1	13
YMR005W	TAF4	13
YMR006C	PLB2	13
YMR008C	PLB1	13
YMR009W	ADI1	13
YMR010W	ANY1	13
YMR011W	HXT2	13
YMR012W	CLU1	13
YMR013C	SEC59	13
YMR014W	BUD22	13
YMR015C	ERG5	13
YMR016C	SOK2	13
YMR017W	SPO20	13
YMR018W	PEX9	13
YMR020W	FMS1	13
YMR021C	MAC1	13
YMR022W	UBC7	13
YMR023C	MSS1	13
YMR024W	MRPL3	13
YMR025W	CSI1	13
YMR026C	PEX12	13
YMR027W		13
YMR028W	TAP42	13
YMR029C	FAR8	13
YMR030W	RSF1	13
YMR031C	EIS1	13
YMR032W	HOF1	13
YMR033W	ARP9	13
YMR034C	RCH1	13
YMR035W	IMP2	13
YMR036C	MIH1	13
YMR037C	MSN2	13
YMR038C	CCS1	13
YMR039C	SUB1	13
YMR040W	YET2	13
YMR041C	ARA2	13
YMR042W	ARG80	13
YMR043W	MCM1	13
YMR044W	IOC4	13
YMR047C	NUP116	13
YMR048W	CSM3	13
YMR049C	ERB1	13
YMR052W	FAR3	13
YMR053C	STB2	13
YMR054W	STV1	13
YMR055C	BUB2	13
YMR056C	AAC1	13
YMR058W	FET3	13
YMR059W	SEN15	13
YMR060C	SAM37	13
YMR061W	RNA14	13
YMR062C	ARG7	13
YMR063W	RIM9	13
YMR064W	AEP1	13
YMR065W	KAR5	13
YMR066W	SOV1	13
YMR067C	UBX4	13
YMR068W	AVO2	13
YMR069W	NAT4	13
YMR070W	MOT3	13
YMR071C	TVP18	13
YMR072W	ABF2	13
YMR073C	IRC21	13
YMR074C	SDD2	13
YMR075W	RCO1	13
YMR075C-A		13
YMR076C	PDS5	13
YMR077C	VPS20	13
YMR078C	CTF18	13
YMR079W	SEC14	13
YMR080C	NAM7	13
YMR081C	ISF1	13
YMR083W	ADH3	13
YMR086W	SEG1	13
YMR087W	PDL32	13
YMR088C	VBA1	13
YMR089C	YTA12	13
YMR091C	NPL6	13
YMR092C	AIP1	13
YMR093W	UTP15	13
YMR094W	CTF13	13
YMR095C	SNO1	13
YMR096W	SNZ1	13
YMR097C	MTG1	13
YMR098C	ATP25	13
YMR099C		13
YMR100W	MUB1	13
YMR101C	SRT1	13
YMR107W	SPG4	13
YMR108W	ILV2	13
YMR109W	MYO5	13
YMR110C	HFD1	13
YMR111C	EUC1	13
YMR112C	MED11	13
YMR113W	FOL3	13
YMR114C		13
YMR115W	MGR3	13
YMR116C	ASC1	13
YMR117C	SPC24	13
YMR119W	ASI1	13
YMR120C	ADE17	13
YMR121C	RPL15B	13
YMR123W	PKR1	13
YMR124W	EPO1	13
YMR125W	STO1	13
YMR127C	SAS2	13
YMR128W	ECM16	13
YMR129W	POM152	13
YMR131C	RRB1	13
YMR133W	REC114	13
YMR134W	ERG29	13
YMR135C	GID8	13
YMR136W	GAT2	13
YMR137C	PSO2	13
YMR138W	CIN4	13
YMR139W	RIM11	13
YMR140W	SIP5	13
YMR142C	RPL13B	13
YMR143W	RPS16A	13
YMR145C	NDE1	13
YMR146C	TIF34	13
YMR148W	LDO16	13
YMR149W	SWP1	13
YMR150C	IMP1	13
YMR152W	YIM1	13
YMR153W	NUP53	13
YMR154C	RIM13	13
YMR156C	TPP1	13
YMR157C	AIM36	13
YMR158W	MRPS8	13
YMR159C	ATG16	13
YMR160W		13
YMR161W	HLJ1	13
YMR162C	DNF3	13
YMR163C	INP2	13
YMR164C	MSS11	13
YMR165C	PAH1	13
YMR166C	MME1	13
YMR167W	MLH1	13
YMR168C	CEP3	13
YMR169C	ALD3	13
YMR170C	ALD2	13
YMR171C	EAR1	13
YMR172W	HOT1	13
YMR173W	DDR48	13
YMR174C	PAI3	13
YMR175W	SIP18	13
YMR176W	ECM5	13
YMR177W	MMT1	13
YMR178W	FPY1	13
YMR179W	SPT21	13
YMR180C	CTL1	13
YMR182C	RGM1	13
YMR183C	SSO2	13
YMR184W	ADD37	13
YMR185W	RTP1	13
YMR186W	HSC82	13
YMR188C	MRPS17	13
YMR189W	GCV2	13
YMR190C	SGS1	13
YMR191W	SPG5	13
YMR192W	GYL1	13
YMR193W	MRPL24	13
YMR194W	RPL36A	13
YMR194C-B	CMC4	13
YMR195W	ICY1	13
YMR197C	VTI1	13
YMR198W	CIK1	13
YMR199W	CLN1	13
YMR200W	ROT1	13
YMR201C	RAD14	13
YMR202W	ERG2	13
YMR203W	TOM40	13
YMR204C	INP1	13
YMR205C	PFK2	13
YMR207C	HFA1	13
YMR208W	ERG12	13
YMR210W	MGL2	13
YMR211W	DML1	13
YMR212C	EFR3	13
YMR213W	CEF1	13
YMR214W	SCJ1	13
YMR215W	GAS3	13
YMR216C	SKY1	13
YMR217W	GUA1	13
YMR218C	TRS130	13
YMR219W	ESC1	13
YMR220W	ERG8	13
YMR222C	FSH2	13
YMR223W	UBP8	13
YMR224C	MRE11	13
YMR225C	MRPL44	13
YMR226C		13
YMR227C	TAF7	13
YMR228W	MTF1	13
YMR229C	RRP5	13
YMR230W	RPS10B	13
YMR231W	PEP5	13
YMR232W	FUS2	13
YMR234W	RNH1	13
YMR235C	RNA1	13
YMR236W	TAF9	13
YMR237W	BCH1	13
YMR238W	DFG5	13
YMR239C	RNT1	13
YMR240C	CUS1	13
YMR241W	YHM2	13
YMR242C	RPL20A	13
YMR243C	ZRC1	13
YMR244C-A	COA6	13
YMR246W	FAA4	13
YMR247C	RKR1	13
YMR250W	GAD1	13
YMR251W	GTO3	13
YMR251W-A	HOR7	13
YMR255W	GFD1	13
YMR256C	COX7	13
YMR257C	PET111	13
YMR258C	ROY1	13
YMR259C	TRM732	13
YMR260C	TIF11	13
YMR261C	TPS3	13
YMR263W	SAP30	13
YMR264W	CUE1	13
YMR266W	RSN1	13
YMR267W	PPA2	13
YMR268C	PRP24	13
YMR269W	TMA23	13
YMR270C	RRN9	13
YMR271C	URA10	13
YMR272C	SCS7	13
YMR273C	ZDS1	13
YMR274C	RCE1	13
YMR275C	BUL1	13
YMR276W	DSK2	13
YMR277W	FCP1	13
YMR278W	PRM15	13
YMR279C	ATR2	13
YMR280C	CAT8	13
YMR281W	GPI12	13
YMR282C	AEP2	13
YMR283C	RIT1	13
YMR284W	YKU70	13
YMR285C	NGL2	13
YMR286W	MRPL33	13
YMR287C	DSS1	13
YMR288W	HSH155	13
YMR289W	ABZ2	13
YMR290C	HAS1	13
YMR291W	TDA1	13
YMR292W	GOT1	13
YMR293C	HER2	13
YMR294W	JNM1	13
YMR295C		13
YMR296C	LCB1	13
YMR297W	PRC1	13
YMR298W	LIP1	13
YMR299C	DYN3	13
YMR300C	ADE4	13
YMR301C	ATM1	13
YMR302C	YME2	13
YMR303C	ADH2	13
YMR304W	UBP15	13
YMR305C	SCW10	13
YMR306W	FKS3	13
YMR307W	GAS1	13
YMR308C	PSE1	13
YMR309C	NIP1	13
YMR311C	GLC8	13
YMR312W	ELP6	13
YMR313C	TGL3	13
YMR314W	PRE5	13
YMR315W		13
YMR316W	DIA1	13
YMR318C	ADH6	13
YMR319C	FET4	13
YEL070W	DSF1	13
YLR163C	MAS1	12
YLR164W	SHH4	12
YLR165C	PUS5	12
YLR166C	SEC10	12
YLR167W	RPS31	12
YLR168C	UPS2	12
YLR170C	APS1	12
YLR172C	DPH5	12
YLR173W	TAG1	12
YLR174W	IDP2	12
YLR175W	CBF5	12
YLR178C	TFS1	12
YLR179C		12
YLR180W	SAM1	12
YLR181C	VTA1	12
YLR182W	SWI6	12
YLR183C	TOS4	12
YLR185W	RPL37A	12
YLR186W	EMG1	12
YLR187W	SKG3	12
YLR188W	MDL1	12
YLR189C	ATG26	12
YLR190W	MMR1	12
YLR191W	PEX13	12
YLR192C	HCR1	12
YLR193C	UPS1	12
YLR194C	NCW2	12
YLR195C	NMT1	12
YLR196W	PWP1	12
YLR197W	NOP56	12
YLR199C	PBA1	12
YLR200W	YKE2	12
YLR201C	COQ9	12
YLR203C	MSS51	12
YLR204W	QRI5	12
YLR205C	HMX1	12
YLR206W	ENT2	12
YLR207W	HRD3	12
YLR208W	SEC13	12
YLR209C	PNP1	12
YLR210W	CLB4	12
YLR211C	ATG38	12
YLR212C	TUB4	12
YLR213C	CRR1	12
YLR214W	FRE1	12
YLR215C	CDC123	12
YLR216C	CPR6	12
YLR218C	COA4	12
YLR219W	MSC3	12
YLR220W	CCC1	12
YLR221C	RSA3	12
YLR222C	UTP13	12
YLR223C	IFH1	12
YLR224W	UCC1	12
YLR226W	BUR2	12
YLR227C	ADY4	12
YLR228C	ECM22	12
YLR229C	CDC42	12
YLR231C	BNA5	12
YLR233C	EST1	12
YLR234W	TOP3	12
YLR237W	THI7	12
YLR238W	FAR10	12
YLR239C	LIP2	12
YLR240W	VPS34	12
YLR241W	CSC1	12
YLR242C	ARV1	12
YLR243W	GPN3	12
YLR244C	MAP1	12
YLR245C	CDD1	12
YLR246W	ERF2	12
YLR247C	IRC20	12
YLR248W	RCK2	12
YLR249W	YEF3	12
YLR250W	SSP120	12
YLR251W	SYM1	12
YLR253W	MCP2	12
YLR254C	NDL1	12
YLR257W		12
YLR258W	GSY2	12
YLR259C	HSP60	12
YLR260W	LCB5	12
YLR262C	YPT6	12
YLR262C-A	TMA7	12
YLR263W	RED1	12
YLR264W	RPS28B	12
YLR265C	NEJ1	12
YLR266C	PDR8	12
YLR268W	SEC22	12
YLR270W	DCS1	12
YLR272C	YCS4	12
YLR273C	PIG1	12
YLR274W	MCM5	12
YLR275W	SMD2	12
YLR276C	DBP9	12
YLR277C	YSH1	12
YLR284C	ECI1	12
YLR285W	NNT1	12
YLR286C	CTS1	12
YLR287C-A	RPS30A	12
YLR288C	MEC3	12
YLR289W	GUF1	12
YLR290C	COQ11	12
YLR291C	GCD7	12
YLR292C	SEC72	12
YLR293C	GSP1	12
YLR295C	ATP14	12
YLR297W		12
YLR298C	YHC1	12
YLR299W	ECM38	12
YLR300W	EXG1	12
YLR301W	HRI1	12
YLR303W	MET17	12
YLR304C	ACO1	12
YLR305C	STT4	12
YLR306W	UBC12	12
YLR307W	CDA1	12
YLR308W	CDA2	12
YLR309C	IMH1	12
YLR310C	CDC25	12
YLR312C	ATG39	12
YLR312W-A	MRPL15	12
YLR314C	CDC3	12
YLR315W	NKP2	12
YLR316C	TAD3	12
YLR318W	EST2	12
YLR319C	BUD6	12
YLR320W	MMS22	12
YLR321C	SFH1	12
YLR323C	CWC24	12
YLR324W	PEX30	12
YLR325C	RPL38	12
YLR327C	TMA10	12
YLR328W	NMA1	12
YLR329W	REC102	12
YLR330W	CHS5	12
YLR332W	MID2	12
YLR333C	RPS25B	12
YLR335W	NUP2	12
YLR336C	SGD1	12
YLR337C	VRP1	12
YLR340W	RPP0	12
YLR341W	SPO77	12
YLR342W	FKS1	12
YLR343W	GAS2	12
YLR344W	RPL26A	12
YLR346C	CIS1	12
YLR347C	KAP95	12
YLR348C	DIC1	12
YLR350W	ORM2	12
YLR351C	NIT3	12
YLR352W	LUG1	12
YLR353W	BUD8	12
YLR354C	TAL1	12
YLR355C	ILV5	12
YLR356W	ATG33	12
YLR357W	RSC2	12
YLR359W	ADE13	12
YLR360W	VPS38	12
YLR361C	DCR2	12
YLR362W	STE11	12
YLR363C	NMD4	12
YLR363W-A		12
YLR364W	GRX8	12
YLR367W	RPS22B	12
YLR368W	MDM30	12
YLR369W	SSQ1	12
YLR370C	ARC18	12
YLR371W	ROM2	12
YLR372W	ELO3	12
YLR373C	VID22	12
YLR375W	STP3	12
YLR376C	PSY3	12
YLR377C	FBP1	12
YLR378C	SEC61	12
YLR380W	CSR1	12
YLR381W	CTF3	12
YLR382C	NAM2	12
YLR383W	SMC6	12
YLR384C	IKI3	12
YLR385C	SWC7	12
YLR386W	VAC14	12
YLR387C	REH1	12
YLR388W	RPS29A	12
YLR389C	STE23	12
YLR390W	ECM19	12
YLR390W-A	CCW14	12
YLR392C	ART10	12
YLR393W	ATP10	12
YLR394W	CST9	12
YLR395C	COX8	12
YLR396C	VPS33	12
YLR397C	AFG2	12
YLR398C	SKI2	12
YLR399C	BDF1	12
YLR401C	DUS3	12
YLR403W	SFP1	12
YLR404W	SEI1	12
YLR405W	DUS4	12
YLR406C	RPL31B	12
YLR409C	UTP21	12
YLR410W	VIP1	12
YLR411W	CTR3	12
YLR412W	BER1	12
YLR413W	INA1	12
YLR414C	PUN1	12
YLR417W	VPS36	12
YLR418C	CDC73	12
YLR420W	URA4	12
YLR421C	RPN13	12
YLR422W	DCK1	12
YLR423C	ATG17	12
YLR424W	SPP382	12
YLR425W	TUS1	12
YLR427W	MAG2	12
YLR429W	CRN1	12
YLR430W	SEN1	12
YLR431C	ATG23	12
YLR432W	IMD3	12
YLR433C	CNA1	12
YLR435W	TSR2	12
YLR436C	ECM30	12
YLR437C	DIF1	12
YLR438W	CAR2	12
YLR438C-A	LSM3	12
YLR439W	MRPL4	12
YLR440C	SEC39	12
YLR441C	RPS1A	12
YLR442C	SIR3	12
YLR443W	ECM7	12
YLR445W	GMC2	12
YLR447C	VMA6	12
YLR448W	RPL6B	12
YLR449W	FPR4	12
YLR450W	HMG2	12
YLR451W	LEU3	12
YLR452C	SST2	12
YLR453C	RIF2	12
YLR455W	PDP3	12
YLR457C	NBP1	12
YLR459W	GAB1	12
YNR076W	PAU6	12
YNL314W	DAL82	14
